Device Time, 0-100kph Time(s),100,011c obd standards vehicle conforms to,120,140,160,900,0901 vin message count,902,903,904,905,906,907,908,909,090A,090B,920,Absolute Throttle Position B(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Alcohol Fuel Percentage(%),Ambient air temp(°C),Barometric pressure (from vehicle)(psi),Boost Pressure Commanded A(psi),Boost Pressure Commanded B(psi),Boost Pressure Sensor A(psi),Boost Pressure Sensor B(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Catalyst Temperature (Bank 1 Sensor 2)(°C),Catalyst Temperature (Bank 2 Sensor 1)(°C),Catalyst Temperature (Bank 2 Sensor 2)(°C),Charge air cooler temperature (CACT)(°C),Commanded Equivalence Ratio(lambda),Cost per mile/km (Instant)(£/m),Cost per mile/km (Trip)(£/m),CO₂ in g/km (Average)(g/km),Distance to empty (Estimated)(miles),Distance travelled with MIL/CEL lit(miles),EGR Commanded(%),EGR Error(%),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Oil Temperature(°C),Engine RPM(rpm),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel pressure(psi),Fuel Rail Pressure(psi),Fuel Remaining (Calculated from vehicle profile)(%),Fuel used (trip)(l),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Bank 1 Sensor 4 Voltage(V),Odometer(from ECU)(miles),Speed (OBD)(mph),Throttle Position(Manifold)(%),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%),pids supported 01-20,service 09 pids supported
17:27.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.70055199,11.49328518,-,0,24.57782936,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:28.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.70055199,11.49328518,-,0,24.57782936,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:29.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.70055199,11.49328518,-,0,24.57782936,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:30.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.70008087,11.49390697,-,0,24.57649994,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:31.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.70008087,11.49390697,-,0,24.57649994,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:32.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.70008087,11.49390697,-,0,24.57649994,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:33.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.70008087,11.49390697,-,0,24.57649994,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:34.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.70008087,11.49390697,-,0,24.57649994,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:35.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.70008087,11.49390697,-,0,24.57649994,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:36.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.70008087,11.49390697,-,0,24.57649994,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:37.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69961071,11.49452782,-,0,24.57517242,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:38.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69961071,11.49452782,-,0,24.57517242,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:39.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69961071,11.49452782,-,0,24.57517242,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:40.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69961071,11.49452782,-,0,24.57517242,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:41.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69961071,11.49452782,-,0,24.57517242,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:42.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69961071,11.49452782,-,0,24.57517242,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:43.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.6991415,11.49514866,-,0,24.57384491,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:44.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.6991415,11.49514866,-,0,24.57384491,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:45.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.6991415,11.49514866,-,0,24.57384491,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:46.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.6991415,11.49514866,-,0,24.57384491,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:47.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.6991415,11.49514866,-,0,24.57384491,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:48.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.6991415,11.49514866,-,0,24.57384491,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:49.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69867229,11.49576855,-,0,24.5725193,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:50.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69867229,11.49576855,-,0,24.5725193,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:51.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69867229,11.49576855,-,0,24.5725193,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:52.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69867229,11.49576855,-,0,24.5725193,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:53.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69867229,11.49576855,-,0,24.5725193,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:54.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69867229,11.49576855,-,0,24.5725193,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:55.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69820309,11.49638748,-,0,24.5711956,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:56.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69820309,11.49638748,-,0,24.5711956,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:57.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69820309,11.49638748,-,0,24.5711956,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:58.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69820309,11.49638748,-,0,24.5711956,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
17:59.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69820309,11.49638748,-,0,24.5711956,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:00.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69820309,11.49638748,-,0,24.5711956,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:01.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69773579,11.49700642,-,0,24.56987381,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:02.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69773579,11.49700642,-,0,24.56987381,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:03.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69773579,11.49700642,-,0,24.56987381,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:04.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69773579,11.49700642,-,0,24.56987381,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:05.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69773579,11.49700642,-,0,24.56987381,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:06.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69773579,11.49700642,-,0,24.56987381,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:07.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69773579,11.49700642,-,0,24.56987381,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:08.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69726753,11.4976244,-,0,24.56855392,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:09.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69726753,11.4976244,-,0,24.56855392,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:10.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69726753,11.4976244,-,0,24.56855392,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:11.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69726753,11.4976244,-,0,24.56855392,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:12.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69726753,11.4976244,-,0,24.56855392,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:13.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69726753,11.4976244,-,0,24.56855392,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:14.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69680119,11.49824142,-,0,24.56723404,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:15.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69680119,11.49824142,-,0,24.56723404,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:16.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69680119,11.49824142,-,0,24.56723404,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:17.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69680119,11.49824142,-,0,24.56723404,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:18.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69680119,11.49824142,-,0,24.56723404,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:19.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69680119,11.49824142,-,0,24.56723404,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:20.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69633484,11.49885845,-,0,24.56591797,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:21.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69633484,11.49885845,-,0,24.56591797,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:22.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69633484,11.49885845,-,0,24.56591797,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:23.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69633484,11.49885845,-,0,24.56591797,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:24.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69633484,11.49885845,-,0,24.56591797,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:25.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69633484,11.49885845,-,0,24.56591797,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:26.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69586849,11.49947453,-,0,24.5646019,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:27.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69586849,11.49947453,-,0,24.5646019,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:28.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69586849,11.49947453,-,0,24.5646019,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:29.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69586849,11.49947453,-,0,24.5646019,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:30.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69586849,11.49947453,-,0,24.5646019,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
18:31.5,-,3191777280,6,2147487744,-,-,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,18,-,0,-,0,-,-,-,-,-,-,-,9,14.79384928,0,8.69586849,11.49947453,-,0,24.5646019,-,-,0,16.47058868,-,-,-,-,0.09384926,-,10.80000019,-,-,-
