Device Time, 0-100kph Time(s),100,011c obd standards vehicle conforms to,120,140,160,900,0901 vin message count,902,903,904,905,906,907,908,909,090A,090B,920,Absolute Throttle Position B(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Alcohol Fuel Percentage(%),Ambient air temp(°C),Barometric pressure (from vehicle)(psi),Boost Pressure Commanded A(psi),Boost Pressure Commanded B(psi),Boost Pressure Sensor A(psi),Boost Pressure Sensor B(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Catalyst Temperature (Bank 1 Sensor 2)(°C),Catalyst Temperature (Bank 2 Sensor 1)(°C),Catalyst Temperature (Bank 2 Sensor 2)(°C),Charge air cooler temperature (CACT)(°C),Commanded Equivalence Ratio(lambda),Cost per mile/km (Instant)(£/m),Cost per mile/km (Trip)(£/m),CO₂ in g/km (Average)(g/km),Distance to empty (Estimated)(miles),Distance travelled with MIL/CEL lit(miles),EGR Commanded(%),EGR Error(%),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Oil Temperature(°C),Engine RPM(rpm),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel pressure(psi),Fuel Rail Pressure(psi),Fuel Remaining (Calculated from vehicle profile)(%),Fuel used (trip)(l),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Sensor4 Voltage(V),Odometer(from ECU)(miles),Speed (OBD)(mph),Throttle Position(Manifold)(%),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%),pids supported 01-20
25:38.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,16,-,23.92156792,-,819,-,-,-,4652.810635,-,-,-,9,14.5037738,0,8.62220955,11.59771442,14.82999992,0,24.35652351,-,-,0,-,-,-,-,-,-0.19622622,-,12.80000019,79,152
25:39.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,16,-,23.92156792,-,819,-,-,-,4620.902333,-,-,-,9,14.5037738,0,8.62220955,11.59771442,14.82999992,0,24.35652351,-,-,0,-,-,-,-,-,-0.19622622,-,12.69999981,79,152
25:40.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,16,-,23.92156792,-,819,-,-,-,4620.902333,-,-,-,9,14.5037738,0,8.62220955,11.59771442,14.82999992,0,24.35652351,-,-,0,-,-,-,-,-,-0.19622622,-,12.69999981,79,152
25:41.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,16,-,23.92156792,-,819,-,-,-,4620.902333,-,-,-,9,14.5037738,0,8.62220955,11.59771442,14.82999992,0,24.35652351,-,-,0,-,-,-,-,-,-0.19622622,-,12.69999981,79,152
25:42.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,16,-,23.92156792,-,819,-,-,-,4620.902333,-,-,-,9,14.5037738,0,8.62220955,11.59771442,14.82999992,0,24.35652351,-,-,0,-,-,-,-,-,-0.19622622,-,12.69999981,79,152
25:43.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,16,-,23.92156792,-,819,-,-,-,4620.902333,-,-,-,9,14.5037738,0,8.62220955,11.59771442,14.82999992,0,24.35652351,-,-,0,-,-,-,-,-,-0.19622622,-,12.69999981,79,152
25:44.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,16,-,23.92156792,-,819,-,-,-,4620.902333,-,-,-,9,14.5037738,0,8.62220955,11.59771442,14.82999992,0,24.35652351,-,-,0,-,-,-,-,-,-0.19622622,-,12.69999981,79,152
25:45.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,16,-,23.92156792,-,819,-,-,-,4620.902333,-,-,-,9,14.5037738,0,8.62220955,11.59771442,14.82999992,0,24.35652351,-,-,0,-,-,-,-,-,-0.19622622,-,12.69999981,79,152
25:46.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,16,-,23.92156792,-,819,-,-,-,4620.902333,-,-,-,9,14.5037738,0,8.62220955,11.59771442,14.82999992,0,24.35652351,-,-,0,-,-,-,-,-,-0.19622622,-,12.69999981,79,152
25:47.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,16,-,23.13725471,-,819,-,-,-,4620.902333,-,-,-,9,14.5037738,0,8.62170696,11.59838963,15,0,24.35510445,-,-,0,-,-,-,-,-,-0.19622622,-,12.69999981,79,152
25:48.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,16,-,23.13725471,-,819,-,-,-,4429.452519,-,-,-,9,14.5037738,0,8.62170696,11.59838963,15,0,24.35510445,-,-,0,-,-,-,-,-,-0.19622622,-,12.89999962,79,152
25:49.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,16,-,23.13725471,-,819,-,-,-,4429.452519,-,-,-,9,14.5037738,0,8.62170696,11.59838963,15,0,24.35510445,-,-,0,-,-,-,-,-,-0.19622622,-,12.89999962,79,152
25:50.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,16,-,23.13725471,-,819,-,-,-,4429.452519,-,-,-,9,14.5037738,0,8.62170696,11.59838963,15,0,24.35510445,-,-,0,-,-,-,-,-,-0.19622622,-,12.89999962,79,152
25:51.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,16,-,23.13725471,-,819,-,-,-,4429.452519,-,-,-,9,14.5037738,0,8.62170696,11.59838963,15,0,24.35510445,-,-,0,-,-,-,-,-,-0.19622622,-,12.89999962,79,152
25:52.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,16,-,23.13725471,-,819,-,-,-,4429.452519,-,-,-,9,14.5037738,0,8.62170696,11.59838963,15,0,24.35510445,-,-,0,-,-,-,-,-,-0.19622622,-,12.89999962,79,152
25:53.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,16,-,23.13725471,-,819,-,-,-,4429.452519,-,-,-,9,14.5037738,0,8.62170696,11.59838963,15,0,24.35510445,-,-,0,-,-,-,-,-,-0.19622622,-,12.89999962,79,152
25:54.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,16,-,23.13725471,-,819,-,-,-,4429.452519,-,-,-,9,14.5037738,0,8.62170696,11.59838963,15,0,24.35510445,-,-,0,-,-,-,-,-,-0.19622622,-,12.89999962,79,152
25:55.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,16,-,23.13725471,-,819,-,-,-,4429.452519,-,-,-,9,14.5037738,0,8.62170696,11.59838963,15,0,24.35510445,-,-,0,-,-,-,-,-,-0.19622622,-,12.89999962,79,152
25:56.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,23.13725471,-,822,-,-,-,4429.452519,-,-,-,9,14.5037738,0,8.62120628,11.59906387,14.30000019,0,24.35368919,-,-,0,-,-,-,-,-,-0.19622622,-,12.89999962,79,152
25:57.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,23.52941132,-,822,-,-,-,4397.544216,-,-,-,10,14.5037738,0,8.62120628,11.59906387,14.30000019,0,24.35368919,-,-,0,-,-,-,-,-,-0.19622622,-,12.5,79,152
25:58.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,23.52941132,-,822,-,-,-,4397.544216,-,-,-,10,14.5037738,0,8.62120628,11.59906387,14.30000019,0,24.35368919,-,-,0,-,-,-,-,-,-0.19622622,-,12.5,79,152
25:59.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,23.52941132,-,822,-,-,-,4397.544216,-,-,-,10,14.5037738,0,8.62120628,11.59906387,14.30000019,0,24.35368919,-,-,0,-,-,-,-,-,-0.19622622,-,12.5,79,152
26:00.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,23.52941132,-,822,-,-,-,4397.544216,-,-,-,10,14.5037738,0,8.62120628,11.59906387,14.30000019,0,24.35368919,-,-,0,-,-,-,-,-,-0.19622622,-,12.5,79,152
26:01.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,23.52941132,-,822,-,-,-,4397.544216,-,-,-,10,14.5037738,0,8.62120628,11.59906387,14.30000019,0,24.35368919,-,-,0,-,-,-,-,-,-0.19622622,-,12.5,79,152
26:02.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,23.52941132,-,822,-,-,-,4397.544216,-,-,-,10,14.5037738,0,8.62120628,11.59906387,14.30000019,0,24.35368919,-,-,0,-,-,-,-,-,-0.19622622,-,12.5,79,152
26:03.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,23.52941132,-,822,-,-,-,4397.544216,-,-,-,10,14.5037738,0,8.62120628,11.59906387,14.30000019,0,24.35368919,-,-,0,-,-,-,-,-,-0.19622622,-,12.5,79,152
26:04.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,23.52941132,-,822,-,-,-,4397.544216,-,-,-,10,14.5037738,0,8.62120628,11.59906387,14.30000019,0,24.35368919,-,-,0,-,-,-,-,-,-0.19622622,-,12.5,79,152
26:05.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,23.52941132,-,822,-,-,-,4397.544216,-,-,-,10,14.5037738,0,8.62120628,11.59906387,14.30000019,0,24.35368919,-,-,0,-,-,-,-,-,-0.19622622,-,12.5,79,152
26:06.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,22.74509811,-,819,-,-,-,4397.544216,-,-,-,10,14.35873606,0,8.6207056,11.59973812,14.60999966,0,24.35227394,-,-,0,-,-,-,-,-,-0.34126395,-,12.5,79,152
26:07.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,22.74509811,-,819,-,-,-,4397.544216,-,-,-,10,14.35873606,0,8.6207056,11.59973812,14.60999966,0,24.35227394,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:08.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,22.74509811,-,819,-,-,-,4397.544216,-,-,-,10,14.35873606,0,8.6207056,11.59973812,14.60999966,0,24.35227394,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:09.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,22.74509811,-,819,-,-,-,4397.544216,-,-,-,10,14.35873606,0,8.6207056,11.59973812,14.60999966,0,24.35227394,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:10.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,22.74509811,-,819,-,-,-,4397.544216,-,-,-,10,14.35873606,0,8.6207056,11.59973812,14.60999966,0,24.35227394,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:11.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,22.74509811,-,819,-,-,-,4397.544216,-,-,-,10,14.35873606,0,8.6207056,11.59973812,14.60999966,0,24.35227394,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:12.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,22.74509811,-,819,-,-,-,4397.544216,-,-,-,10,14.35873606,0,8.6207056,11.59973812,14.60999966,0,24.35227394,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:13.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,22.74509811,-,819,-,-,-,4397.544216,-,-,-,10,14.35873606,0,8.6207056,11.59973812,14.60999966,0,24.35227394,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:14.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,17,-,22.74509811,-,819,-,-,-,4397.544216,-,-,-,10,14.35873606,0,8.6207056,11.59973812,14.60999966,0,24.35227394,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:15.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.74509811,-,819,-,-,-,4397.544216,-,-,-,10,14.35873606,0,8.6207056,11.59973812,14.60999966,0,24.35227394,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:16.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.74509811,-,821,-,-,-,4397.544216,-,-,-,10,14.35873606,0,8.62020493,11.60041046,14.77000046,0,24.3508625,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:17.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.74509811,-,821,-,-,-,4365.635914,-,-,-,10,14.35873606,0,8.62020493,11.60041046,14.77000046,0,24.3508625,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:18.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.74509811,-,821,-,-,-,4365.635914,-,-,-,10,14.35873606,0,8.62020493,11.60041046,14.77000046,0,24.3508625,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:19.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.74509811,-,821,-,-,-,4365.635914,-,-,-,10,14.35873606,0,8.62020493,11.60041046,14.77000046,0,24.3508625,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:20.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.74509811,-,821,-,-,-,4365.635914,-,-,-,10,14.35873606,0,8.62020493,11.60041046,14.77000046,0,24.3508625,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:21.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.74509811,-,821,-,-,-,4365.635914,-,-,-,10,14.35873606,0,8.62020493,11.60041046,14.77000046,0,24.3508625,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:22.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.74509811,-,821,-,-,-,4365.635914,-,-,-,10,14.35873606,0,8.62020493,11.60041046,14.77000046,0,24.3508625,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:23.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.74509811,-,821,-,-,-,4365.635914,-,-,-,10,14.35873606,0,8.62020493,11.60041046,14.77000046,0,24.3508625,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:24.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.74509811,-,821,-,-,-,4365.635914,-,-,-,10,14.35873606,0,8.62020493,11.60041046,14.77000046,0,24.3508625,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:25.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.35294151,-,821,-,-,-,4365.635914,-,-,-,10,14.35873606,0,8.61970615,11.6010828,14.40999985,0,24.34945107,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:26.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.35294151,-,821,-,-,-,4461.360821,-,-,-,10,14.35873606,0,8.61970615,11.6010828,14.40999985,0,24.34945107,-,-,0,-,-,-,-,-,-0.34126395,-,12.69999981,79,152
26:27.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.35294151,-,821,-,-,-,4461.360821,-,-,-,10,14.35873606,0,8.61970615,11.6010828,14.40999985,0,24.34945107,-,-,0,-,-,-,-,-,-0.34126395,-,12.69999981,79,152
26:28.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.35294151,-,821,-,-,-,4461.360821,-,-,-,10,14.35873606,0,8.61970615,11.6010828,14.40999985,0,24.34945107,-,-,0,-,-,-,-,-,-0.34126395,-,12.69999981,79,152
26:29.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.35294151,-,821,-,-,-,4461.360821,-,-,-,10,14.35873606,0,8.61970615,11.6010828,14.40999985,0,24.34945107,-,-,0,-,-,-,-,-,-0.34126395,-,12.69999981,79,152
26:30.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.35294151,-,821,-,-,-,4461.360821,-,-,-,10,14.35873606,0,8.61970615,11.6010828,14.40999985,0,24.34945107,-,-,0,-,-,-,-,-,-0.34126395,-,12.69999981,79,152
26:31.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.35294151,-,821,-,-,-,4461.360821,-,-,-,10,14.35873606,0,8.61970615,11.6010828,14.40999985,0,24.34945107,-,-,0,-,-,-,-,-,-0.34126395,-,12.69999981,79,152
26:32.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.35294151,-,821,-,-,-,4461.360821,-,-,-,10,14.35873606,0,8.61970615,11.6010828,14.40999985,0,24.34945107,-,-,0,-,-,-,-,-,-0.34126395,-,12.69999981,79,152
26:33.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,18,-,22.35294151,-,821,-,-,-,4461.360821,-,-,-,10,14.35873606,0,8.61970615,11.6010828,14.40999985,0,24.34945107,-,-,0,-,-,-,-,-,-0.34126395,-,12.69999981,79,152
26:34.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,19,-,22.35294151,-,821,-,-,-,4461.360821,-,-,-,10,14.35873606,0,8.61920738,11.60175419,14.57999992,0,24.34804344,-,-,0,-,-,-,-,-,-0.34126395,-,12.69999981,79,152
26:35.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,19,-,23.13725471,-,819,-,-,-,4461.360821,-,-,-,10,14.35873606,0,8.61920738,11.60175419,14.57999992,0,24.34804344,-,-,0,-,-,-,-,-,-0.34126395,-,12.69999981,79,152
26:36.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,19,-,23.13725471,-,819,-,-,-,4620.902333,-,-,-,10,14.35873606,0,8.61920738,11.60175419,14.57999992,0,24.34804344,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:37.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,19,-,23.13725471,-,819,-,-,-,4620.902333,-,-,-,10,14.35873606,0,8.61920738,11.60175419,14.57999992,0,24.34804344,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:38.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,19,-,23.13725471,-,819,-,-,-,4620.902333,-,-,-,10,14.35873606,0,8.61920738,11.60175419,14.57999992,0,24.34804344,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
26:39.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,19,-,23.13725471,-,819,-,-,-,4620.902333,-,-,-,10,14.35873606,0,8.61920738,11.60175419,14.57999992,0,24.34804344,-,-,0,-,-,-,-,-,-0.34126395,-,12.80000019,79,152
