Device Time, 0-100kph Time(s),100,011c obd standards vehicle conforms to,120,140,160,900,0901 vin message count,902,903,904,905,906,907,908,909,090A,090B,920,Absolute Throttle Position B(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Alcohol Fuel Percentage(%),Ambient air temp(°C),Barometric pressure (from vehicle)(psi),Boost Pressure Commanded A(psi),Boost Pressure Commanded B(psi),Boost Pressure Sensor A(psi),Boost Pressure Sensor B(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Catalyst Temperature (Bank 1 Sensor 2)(°C),Catalyst Temperature (Bank 2 Sensor 1)(°C),Catalyst Temperature (Bank 2 Sensor 2)(°C),Charge air cooler temperature (CACT)(°C),Commanded Equivalence Ratio(lambda),Cost per mile/km (Instant)(£/m),Cost per mile/km (Trip)(£/m),CO₂ in g/km (Average)(g/km),Distance to empty (Estimated)(miles),Distance travelled with MIL/CEL lit(miles),EGR Commanded(%),EGR Error(%),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Oil Temperature(°C),Engine RPM(rpm),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel pressure(psi),Fuel Rail Pressure(psi),Fuel Remaining (Calculated from vehicle profile)(%),Fuel used (trip)(l),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Sensor4 Voltage(V),Odometer(from ECU)(miles),Speed (OBD)(mph),Throttle Position(Manifold)(%),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%),pids supported 01-20
22:43.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.63187027,11.58473396,0,0,24.38381386,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,152
22:44.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.63187027,11.58473396,0,0,24.38381386,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,152
22:45.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.63135529,11.58542442,0,0,24.38236046,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,152
22:46.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,0,-,0,-,-,-,126.1828321,-,-,-,7,14.64881154,0,8.63135529,11.58542442,0,0,24.38236046,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,152
22:47.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.63135529,11.58542442,0,0,24.38236046,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,152
22:48.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.63135529,11.58542442,0,0,24.38236046,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,152
22:49.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.63135529,11.58542442,0,0,24.38236046,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,152
22:50.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.63135529,11.58542442,0,0,24.38236046,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,152
22:51.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.63135529,11.58542442,0,0,24.38236046,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,152
22:52.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.63135529,11.58542442,0,0,24.38236046,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,152
22:53.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.63135529,11.58542442,0,0,24.38236046,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,152
22:54.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,0,-,0,-,-,-,94.2745297,-,-,-,7,14.64881154,0,8.63135529,11.58542442,0,0,24.38236046,-,-,0,-,-,-,-,-,-0.05118848,-,10.89999962,-,152
22:55.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,0,-,1138,-,-,-,94.2745297,-,-,-,7,14.35873606,0,8.63084221,11.58611393,17.96999931,0,24.38090897,-,-,0,-,-,-,-,-,-0.34126395,-,10.89999962,-,152
22:56.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,39.2156868,-,1138,-,-,-,8383.181256,-,-,-,8,14.35873606,0,8.63084221,11.58611393,17.96999931,0,24.38090897,-,-,0,-,-,-,-,-,-0.34126395,-,12.30000019,-,152
22:57.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,39.2156868,-,1138,-,-,-,8383.181256,-,-,-,8,14.35873606,0,8.63084221,11.58611393,17.96999931,0,24.38090897,-,-,0,-,-,-,-,-,-0.34126395,-,12.30000019,-,152
22:58.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,39.2156868,-,1138,-,-,-,8383.181256,-,-,-,8,14.35873606,0,8.63084221,11.58611393,17.96999931,0,24.38090897,-,-,0,-,-,-,-,-,-0.34126395,-,12.30000019,-,152
22:59.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,39.2156868,-,1138,-,-,-,8383.181256,-,-,-,8,14.35873606,0,8.63084221,11.58611393,17.96999931,0,24.38090897,-,-,0,-,-,-,-,-,-0.34126395,-,12.30000019,-,152
23:00.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,39.2156868,-,1138,-,-,-,8383.181256,-,-,-,8,14.35873606,0,8.63084221,11.58611393,17.96999931,0,24.38090897,-,-,0,-,-,-,-,-,-0.34126395,-,12.30000019,-,152
23:01.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,39.2156868,-,1138,-,-,-,8383.181256,-,-,-,8,14.35873606,0,8.63084221,11.58611393,17.96999931,0,24.38090897,-,-,0,-,-,-,-,-,-0.34126395,-,12.30000019,-,152
23:02.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,39.2156868,-,1138,-,-,-,8383.181256,-,-,-,8,14.35873606,0,8.63084221,11.58611393,17.96999931,0,24.38090897,-,-,0,-,-,-,-,-,-0.34126395,-,12.30000019,-,152
23:03.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,39.2156868,-,1138,-,-,-,8383.181256,-,-,-,8,14.35873606,0,8.63084221,11.58611393,17.96999931,0,24.38090897,-,-,0,-,-,-,-,-,-0.34126395,-,12.30000019,-,152
23:04.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,39.2156868,-,1138,-,-,-,8383.181256,-,-,-,8,14.64881154,0,8.63084221,11.58611393,17.96999931,0,24.38090897,-,-,0,-,-,-,-,-,-0.05118848,-,12.30000019,-,152
23:05.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,34.11764526,-,1024,-,-,-,8383.181256,-,-,-,10,14.64881154,0,8.63032913,11.58680344,18.75,0,24.37945938,-,-,0,-,-,-,-,-,-0.05118848,-,12.30000019,71,152
23:06.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,34.11764526,-,1024,-,-,-,6533.950097,-,-,-,10,14.64881154,0,8.63032913,11.58680344,18.75,0,24.37945938,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,71,152
23:07.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,34.11764526,-,1024,-,-,-,6533.950097,-,-,-,10,14.64881154,0,8.63032913,11.58680344,18.75,0,24.37945938,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,71,152
23:08.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,34.11764526,-,1024,-,-,-,6533.950097,-,-,-,10,14.64881154,0,8.63032913,11.58680344,18.75,0,24.37945938,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,71,152
23:09.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,34.11764526,-,1024,-,-,-,6533.950097,-,-,-,10,14.64881154,0,8.63032913,11.58680344,18.75,0,24.37945938,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,71,152
23:10.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,34.11764526,-,1024,-,-,-,6533.950097,-,-,-,10,14.64881154,0,8.63032913,11.58680344,18.75,0,24.37945938,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,71,152
23:11.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,34.11764526,-,1024,-,-,-,6533.950097,-,-,-,10,14.64881154,0,8.63032913,11.58680344,18.75,0,24.37945938,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,71,152
23:12.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,34.11764526,-,1024,-,-,-,6533.950097,-,-,-,10,14.64881154,0,8.63032913,11.58680344,18.75,0,24.37945938,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,71,152
23:13.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,34.11764526,-,1024,-,-,-,6533.950097,-,-,-,10,14.64881154,0,8.63032913,11.58680344,18.75,0,24.37945938,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,71,152
23:14.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,34.11764526,-,1014,-,-,-,6533.950097,-,-,-,10,14.64881154,0,8.62981606,11.58749104,19.36000061,0,24.3780117,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,76,152
23:15.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,32.15686417,-,1014,-,-,-,5959.600654,-,-,-,10,14.64881154,0,8.62981606,11.58749104,19.36000061,0,24.3780117,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,76,152
23:16.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,32.15686417,-,1014,-,-,-,5959.600654,-,-,-,10,14.64881154,0,8.62981606,11.58749104,19.36000061,0,24.3780117,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,76,152
23:17.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,32.15686417,-,1014,-,-,-,5959.600654,-,-,-,10,14.64881154,0,8.62981606,11.58749104,19.36000061,0,24.3780117,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,76,152
23:18.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,32.15686417,-,1014,-,-,-,5959.600654,-,-,-,10,14.64881154,0,8.62981606,11.58749104,19.36000061,0,24.3780117,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,76,152
23:19.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,32.15686417,-,1014,-,-,-,5959.600654,-,-,-,10,14.64881154,0,8.62981606,11.58749104,19.36000061,0,24.3780117,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,76,152
23:20.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,32.15686417,-,1014,-,-,-,5959.600654,-,-,-,10,14.64881154,0,8.62981606,11.58749104,19.36000061,0,24.3780117,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,76,152
23:21.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,32.15686417,-,1014,-,-,-,5959.600654,-,-,-,10,14.64881154,0,8.62981606,11.58749104,19.36000061,0,24.3780117,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,76,152
23:22.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,4,-,32.15686417,-,1014,-,-,-,5959.600654,-,-,-,10,14.64881154,0,8.62981606,11.58749104,19.36000061,0,24.3780117,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,76,152
23:23.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,32.15686417,-,1014,-,-,-,5959.600654,-,-,-,10,14.64881154,0,8.62981606,11.58749104,19.36000061,0,24.3780117,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,76,152
23:24.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,31.37254906,-,993,-,-,-,5959.600654,-,-,-,10,14.64881154,0,8.62930489,11.58817863,18.54999924,0,24.37656593,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,77,152
23:25.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,31.37254906,-,993,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.62930489,11.58817863,18.54999924,0,24.37656593,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,77,152
23:26.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,31.37254906,-,993,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.62930489,11.58817863,18.54999924,0,24.37656593,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,77,152
23:27.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,31.37254906,-,993,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.62930489,11.58817863,18.54999924,0,24.37656593,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,77,152
23:28.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,31.37254906,-,993,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.62930489,11.58817863,18.54999924,0,24.37656593,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,77,152
23:29.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,31.37254906,-,993,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.62930489,11.58817863,18.54999924,0,24.37656593,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,77,152
23:30.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,31.37254906,-,993,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.62930489,11.58817863,18.54999924,0,24.37656593,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,77,152
23:31.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,31.37254906,-,993,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.62930489,11.58817863,18.54999924,0,24.37656593,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,77,152
23:32.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,5,-,31.37254906,-,993,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.62930489,11.58817863,18.54999924,0,24.37656593,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,77,152
23:33.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,6,-,31.37254906,-,993,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.62879372,11.58886433,17.86000061,0,24.37512207,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,78,152
23:34.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,6,-,29.80392075,-,973,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.62879372,11.58886433,17.86000061,0,24.37512207,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,78,152
23:35.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,6,-,29.80392075,-,973,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.62879372,11.58886433,17.86000061,0,24.37512207,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,78,152
23:36.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,6,-,29.80392075,-,973,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.62879372,11.58886433,17.86000061,0,24.37512207,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,78,152
23:37.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,6,-,29.80392075,-,973,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.62879372,11.58886433,17.86000061,0,24.37512207,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,78,152
23:38.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,6,-,29.80392075,-,973,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.62879372,11.58886433,17.86000061,0,24.37512207,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,78,152
23:39.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,6,-,29.80392075,-,973,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.62879372,11.58886433,17.86000061,0,24.37512207,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,78,152
23:40.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,6,-,29.80392075,-,973,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.62879372,11.58886433,17.86000061,0,24.37512207,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,78,152
23:41.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,6,-,29.80392075,-,973,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.62879372,11.58886433,17.86000061,0,24.37512207,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,78,152
23:42.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,6,-,29.80392075,-,973,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.62879372,11.58886433,17.86000061,0,24.37512207,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,78,152
23:43.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,7,-,29.80392075,-,955,-,-,-,5640.517631,-,-,-,10,14.64881154,0,8.6282835,11.58955002,17.46999931,0,24.37368011,-,-,0,-,-,-,-,-,-0.05118848,-,12.80000019,78,152
23:44.5,-,2554003456,6,2685927424,-,-,255,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227152,4.70588255,0,7,-,28.62745094,-,955,-,-,-,5195.251775,-,-,-,9,14.64881154,0,8.6282835,11.58955002,17.46999931,0,24.37368011,-,-,0,-,-,-,-,-,-0.05118848,-,12.69999981,78,152
