Device Time, 0-100kph Time(s),0100,011c obd standards vehicle conforms to,0120,0140,0160,0901 vin message count,0902,0903,0904,0905,0906,0907,0908,0909,090A,090B,Absolute Throttle Position B(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Alcohol Fuel Percentage(%),Ambient air temp(°C),Barometric pressure (from vehicle)(psi),Boost Pressure Commanded A(psi),Boost Pressure Commanded B(psi),Boost Pressure Sensor A(psi),Boost Pressure Sensor B(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Catalyst Temperature (Bank 1 Sensor 2)(°C),Catalyst Temperature (Bank 2 Sensor 1)(°C),Catalyst Temperature (Bank 2 Sensor 2)(°C),Charge air cooler temperature (CACT)(°C),Commanded Equivalence Ratio(lambda),Cost per mile/km (Instant)(£/m),Cost per mile/km (Trip)(£/m),CO₂ in g/km (Average)(g/km),Distance to empty (Estimated)(miles),Distance travelled with MIL/CEL lit(miles),EGR Commanded(%),EGR Error(%),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine RPM(rpm),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Rail Pressure(psi),Fuel Remaining (Calculated from vehicle profile)(%),Fuel used (trip)(l),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Bank 1 Sensor 4 Voltage(V),Odometer(from ECU)(miles),pids supported 01-20,service 09 pids supported,Throttle Position(Manifold)(%),Torque(Nm),Trip average KPL(kpl),Trip average MPG(mpg),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
26-Feb-2022 12:32:04.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.56423903,21.9090004,-,0,12.89333057,-,-,190,0,11.37254906,-,4.36981201,12.34410191,0.09384926,-,11.69999981,-
26-Feb-2022 12:32:05.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.56316853,21.9141407,-,0,12.89030647,-,-,190,0,11.37254906,-,4.36645603,12.33462143,0.09384926,-,11.5,-
26-Feb-2022 12:32:06.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.56210327,21.91925812,-,0,12.88729763,-,-,190,0,11.37254906,-,4.36315536,12.32529831,0.09384926,-,11.5,-
26-Feb-2022 12:32:07.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.56210327,21.91925812,-,0,12.88729763,-,-,190,0,11.37254906,-,4.36315536,12.32529831,0.09384926,-,11.5,-
26-Feb-2022 12:32:08.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.56210327,21.91925812,-,0,12.88729763,-,-,190,0,11.37254906,-,4.36315536,12.32529831,0.09384926,-,11.5,-
26-Feb-2022 12:32:09.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.56210327,21.91925812,-,0,12.88729763,-,-,190,0,11.37254906,-,4.36315536,12.32529831,0.09384926,-,11.5,-
26-Feb-2022 12:32:10.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.56210327,21.91925812,-,0,12.88729763,-,-,190,0,11.37254906,-,4.36315536,12.32529831,0.09384926,-,11.5,-
26-Feb-2022 12:32:11.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.56104374,21.92435074,-,0,12.88430405,-,-,190,0,11.37254906,-,4.35990906,12.31612682,0.09384926,-,11.5,-
26-Feb-2022 12:32:12.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55998945,21.92942047,-,0,12.88132572,-,-,190,0,11.37254906,-,4.3567152,12.30710411,0.09384926,-,11.5,-
26-Feb-2022 12:32:13.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55789661,21.93948936,-,0,12.87541389,-,-,190,0,11.37254906,-,4.35047722,12.28948402,0.09384926,-,11.5,-
26-Feb-2022 12:32:14.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55685806,21.94448853,-,0,12.87248039,-,-,190,0,11.37254906,-,4.34743071,12.28087807,0.09384926,-,11.5,-
26-Feb-2022 12:32:15.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55685806,21.94448853,-,0,12.87248039,-,-,190,0,11.37254906,-,4.34743071,12.28087807,0.09384926,-,11.30000019,-
26-Feb-2022 12:32:16.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55685806,21.94448853,-,0,12.87248039,-,-,190,0,11.37254906,-,4.34743071,12.28087807,0.09384926,-,11.30000019,-
26-Feb-2022 12:32:17.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55685806,21.94448853,-,0,12.87248039,-,-,190,0,11.37254906,-,4.34743071,12.28087807,0.09384926,-,11.30000019,-
26-Feb-2022 12:32:18.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55685806,21.94448853,-,0,12.87248039,-,-,190,0,11.37254906,-,4.34743071,12.28087807,0.09384926,-,11.30000019,-
26-Feb-2022 12:32:19.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55685806,21.94448853,-,0,12.87248039,-,-,190,0,11.37254906,-,4.34743071,12.28087807,0.09384926,-,11.30000019,-
26-Feb-2022 12:32:20.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55685806,21.94448853,-,0,12.87248039,-,-,190,0,11.37254906,-,4.34743071,12.28087807,0.09384926,-,11.30000019,-
26-Feb-2022 12:32:21.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55582476,21.9494648,-,0,12.8695612,-,-,190,0,11.37254906,-,4.34443045,12.27240276,0.09384926,-,11.5,-
26-Feb-2022 12:32:22.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.5537734,21.95935249,-,0,12.86376667,-,-,190,0,11.37254906,-,4.33856344,12.25582886,0.09384926,-,11.69999981,-
26-Feb-2022 12:32:23.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.5537734,21.95935249,-,0,12.86376667,-,-,190,0,11.37254906,-,4.33856344,12.25582886,0.09384926,-,11.5,-
26-Feb-2022 12:32:24.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55275536,21.96426392,-,0,12.86089134,-,-,190,0,11.37254906,-,4.33569384,12.24772263,0.09384926,-,11.5,-
26-Feb-2022 12:32:25.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55275536,21.96426392,-,0,12.86089134,-,-,190,0,11.37254906,-,4.33569384,12.24772263,0.09384926,-,11.30000019,-
26-Feb-2022 12:32:26.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55275536,21.96426392,-,0,12.86089134,-,-,190,0,11.37254906,-,4.33569384,12.24772263,0.09384926,-,11.30000019,-
26-Feb-2022 12:32:27.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55275536,21.96426392,-,0,12.86089134,-,-,190,0,11.37254906,-,4.33569384,12.24772263,0.09384926,-,11.30000019,-
26-Feb-2022 12:32:28.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55275536,21.96426392,-,0,12.86089134,-,-,190,0,11.37254906,-,4.33569384,12.24772263,0.09384926,-,11.30000019,-
26-Feb-2022 12:32:29.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55275536,21.96426392,-,0,12.86089134,-,-,190,0,11.37254906,-,4.33569384,12.24772263,0.09384926,-,11.30000019,-
26-Feb-2022 12:32:30.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55275536,21.96426392,-,0,12.86089134,-,-,190,0,11.37254906,-,4.33569384,12.24772263,0.09384926,-,11.30000019,-
26-Feb-2022 12:32:31.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55174255,21.96915245,-,0,12.85802937,-,-,190,0,11.37254906,-,4.33286572,12.2397337,0.09384926,-,11.30000019,-
26-Feb-2022 12:32:32.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55174255,21.96915245,-,0,12.85802937,-,-,190,0,11.37254906,-,4.33286572,12.2397337,0.09384926,-,11.5,-
26-Feb-2022 12:32:33.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55174255,21.96915245,-,0,12.85802937,-,-,190,0,11.37254906,-,4.33286572,12.2397337,0.09384926,-,11.5,-
26-Feb-2022 12:32:34.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55073404,21.9740181,-,0,12.85518169,-,-,190,0,11.37254906,-,4.33007765,12.2318573,0.09384926,-,11.5,-
26-Feb-2022 12:32:35.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55073404,21.9740181,-,0,12.85518169,-,-,190,0,11.37254906,-,4.33007765,12.2318573,0.09384926,-,11.5,-
26-Feb-2022 12:32:36.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55073404,21.9740181,-,0,12.85518169,-,-,190,0,11.37254906,-,4.33007765,12.2318573,0.09384926,-,11.5,-
26-Feb-2022 12:32:37.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55073404,21.9740181,-,0,12.85518169,-,-,190,0,11.37254906,-,4.33007765,12.2318573,0.09384926,-,11.5,-
26-Feb-2022 12:32:38.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55073404,21.9740181,-,0,12.85518169,-,-,190,0,11.37254906,-,4.33007765,12.2318573,0.09384926,-,11.5,-
26-Feb-2022 12:32:39.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55073404,21.9740181,-,0,12.85518169,-,-,190,0,11.37254906,-,4.33007765,12.2318573,0.09384926,-,11.5,-
26-Feb-2022 12:32:40.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.55073404,21.9740181,-,0,12.85518169,-,-,190,0,11.37254906,-,4.33007765,12.2318573,0.09384926,-,11.5,-
26-Feb-2022 12:32:41.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54973078,21.97886467,-,0,12.85234737,-,-,190,0,11.37254906,-,4.32732821,12.22409153,0.09384926,-,11.5,-
26-Feb-2022 12:32:42.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54973078,21.97886467,-,0,12.85234737,-,-,190,0,11.37254906,-,4.32732821,12.22409153,0.09384926,-,11.5,-
26-Feb-2022 12:32:43.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54973078,21.97886467,-,0,12.85234737,-,-,190,0,11.37254906,-,4.32732821,12.22409153,0.09384926,-,11.30000019,-
26-Feb-2022 12:32:44.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54873276,21.98368835,-,0,12.84952736,-,-,190,0,11.37254906,-,4.32461691,12.21643162,0.09384926,-,11.30000019,-
26-Feb-2022 12:32:45.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54873276,21.98368835,-,0,12.84952736,-,-,190,0,11.37254906,-,4.32461691,12.21643162,0.09384926,-,11.5,-
26-Feb-2022 12:32:46.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54873276,21.98368835,-,0,12.84952736,-,-,190,0,11.37254906,-,4.32461691,12.21643162,0.09384926,-,11.5,-
26-Feb-2022 12:32:47.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54873276,21.98368835,-,0,12.84952736,-,-,190,0,11.37254906,-,4.32461691,12.21643162,0.09384926,-,11.5,-
26-Feb-2022 12:32:48.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54873276,21.98368835,-,0,12.84952736,-,-,190,0,11.37254906,-,4.32461691,12.21643162,0.09384926,-,11.5,-
26-Feb-2022 12:32:49.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54873276,21.98368835,-,0,12.84952736,-,-,190,0,11.37254906,-,4.32461691,12.21643162,0.09384926,-,11.5,-
26-Feb-2022 12:32:50.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54873276,21.98368835,-,0,12.84952736,-,-,190,0,11.37254906,-,4.32461691,12.21643162,0.09384926,-,11.5,-
26-Feb-2022 12:32:51.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54773903,21.98849106,-,0,12.8467207,-,-,190,0,11.37254906,-,4.32194233,12.20887661,0.09384926,-,11.5,-
26-Feb-2022 12:32:52.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54773903,21.98849106,-,0,12.8467207,-,-,190,0,11.37254906,-,4.32194233,12.20887661,0.09384926,-,11.5,-
26-Feb-2022 12:32:53.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54675007,21.99327278,-,0,12.84392738,-,-,190,0,11.37254906,-,4.31930399,12.20142365,0.09384926,-,11.5,-
26-Feb-2022 12:32:54.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54675007,21.99327278,-,0,12.84392738,-,-,190,0,11.37254906,-,4.31930399,12.20142365,0.09384926,-,11.5,-
26-Feb-2022 12:32:55.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54675007,21.99327278,-,0,12.84392738,-,-,190,0,11.37254906,-,4.31930399,12.20142365,0.09384926,-,11.5,-
26-Feb-2022 12:32:56.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54675007,21.99327278,-,0,12.84392738,-,-,190,0,11.37254906,-,4.31930399,12.20142365,0.09384926,-,11.5,-
26-Feb-2022 12:32:57.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54675007,21.99327278,-,0,12.84392738,-,-,190,0,11.37254906,-,4.31930399,12.20142365,0.09384926,-,11.5,-
26-Feb-2022 12:32:58.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54675007,21.99327278,-,0,12.84392738,-,-,190,0,11.37254906,-,4.31930399,12.20142365,0.09384926,-,11.5,-
26-Feb-2022 12:32:59.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54675007,21.99327278,-,0,12.84392738,-,-,190,0,11.37254906,-,4.31930399,12.20142365,0.09384926,-,11.5,-
26-Feb-2022 12:33:00.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54576588,21.99803543,-,0,12.84114647,-,-,190,0,11.37254906,-,4.31670046,12.19406891,0.09384926,-,11.5,-
26-Feb-2022 12:33:01.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54576588,21.99803543,-,0,12.84114647,-,-,190,0,11.37254906,-,4.31670046,12.19406891,0.09384926,-,11.5,-
26-Feb-2022 12:33:02.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54576588,21.99803543,-,0,12.84114647,-,-,190,0,11.37254906,-,4.31670046,12.19406891,0.09384926,-,11.5,-
26-Feb-2022 12:33:03.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54576588,21.99803543,-,0,12.84114647,-,-,190,0,11.37254906,-,4.31670046,12.19406891,0.09384926,-,11.5,-
26-Feb-2022 12:33:04.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54576588,21.99803543,-,0,12.84114647,-,-,190,0,11.37254906,-,4.31670046,12.19406891,0.09384926,-,11.5,-
26-Feb-2022 12:33:05.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54576588,21.99803543,-,0,12.84114647,-,-,190,0,11.37254906,-,4.31670046,12.19406891,0.09384926,-,11.5,-
26-Feb-2022 12:33:06.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54576588,21.99803543,-,0,12.84114647,-,-,190,0,11.37254906,-,4.31670046,12.19406891,0.09384926,-,11.5,-
26-Feb-2022 12:33:07.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54576588,21.99803543,-,0,12.84114647,-,-,190,0,11.37254906,-,4.31670046,12.19406891,0.09384926,-,11.5,-
26-Feb-2022 12:33:08.798,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54576588,21.99803543,-,0,12.84114647,-,-,190,0,11.37254906,-,4.31670046,12.19406891,0.09384926,-,11.5,-
26-Feb-2022 12:33:09.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54576588,21.99803543,-,0,12.84114647,-,-,190,0,11.37254906,-,4.31670046,12.19406891,0.09384926,-,11.5,-
26-Feb-2022 12:33:10.799,-,190,6,128,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,9,-,0,0,-,-,-,-,-,-,9,14.79384928,0,4.54478645,22.00277519,-,0,12.83837986,-,-,190,0,11.37254906,-,4.31413078,12.18681049,0.09384926,-,11.5,-
