Device Time, 0-100kph Time(s),0100,011c obd standards vehicle conforms to,0120,0140,0160,0901 vin message count,0902,0903,0904,0905,0906,0907,0908,0909,090A,090B,Absolute Throttle Position B(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Alcohol Fuel Percentage(%),Ambient air temp(°C),Barometric pressure (from vehicle)(psi),Boost Pressure Commanded A(psi),Boost Pressure Commanded B(psi),Boost Pressure Sensor A(psi),Boost Pressure Sensor B(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Catalyst Temperature (Bank 1 Sensor 2)(°C),Catalyst Temperature (Bank 2 Sensor 1)(°C),Catalyst Temperature (Bank 2 Sensor 2)(°C),Charge air cooler temperature (CACT)(°C),Commanded Equivalence Ratio(lambda),Cost per mile/km (Instant)(£/m),Cost per mile/km (Trip)(£/m),CO₂ in g/km (Average)(g/km),Distance to empty (Estimated)(miles),Distance travelled with MIL/CEL lit(miles),EGR Commanded(%),Engine Coolant Temperature(°C),Engine Load(%),Engine RPM(rpm),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Rail Pressure(psi),Fuel Remaining (Calculated from vehicle profile)(%),Fuel used (trip)(l),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),O2 Sensor4 Voltage(V),Odometer(from ECU)(miles),pids supported 01-20,service 09 pids supported,Torque(Nm),Turbo Boost & Vacuum Gauge(psi),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
29-Jan-2022 00:57:46.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:57:48.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:57:50.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:57:52.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:57:54.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:57:56.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:57:58.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:58:00.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:58:02.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:58:04.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:58:06.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:58:08.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:58:10.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:58:12.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:58:14.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:58:16.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:58:18.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:58:20.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:58:22.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:58:24.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:58:26.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29-Jan-2022 00:58:28.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,-,-,-,-,-,-,-,-,31,14.93888664,13.52000046,-,-,-,-,-,0.23888683,-,-
29-Jan-2022 00:58:30.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,12.54901981,820,-,-,-,-,-,-,31,14.93888664,13.52000046,-,-,-,-,-,0.23888683,-,-
29-Jan-2022 00:58:32.199,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.70588255,80,12.54901981,820,-,-,4397.54443359,-,-,-,31,14.93888664,13.52000046,-,-,-,-,-,0.23888683,12.69999981,-
29-Jan-2022 00:58:34.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.70588255,80,12.54901981,820,-,-,4397.54443359,-,-,-,31,14.93888664,13.52000046,-,-,-,-,-,0.23888683,12.69999981,-
29-Jan-2022 00:58:36.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.54901981,820,-,-,4397.54443359,-,-,-,31,14.93888664,13.52000046,-,-,-,-,-,0.23888683,12.69999981,-
29-Jan-2022 00:58:38.198,-,152,6,160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.54901981,820,-,-,4397.54443359,-,-,-,31,14.93888664,13.52000046,-,-,-,-,-,0.23888683,12.69999981,-
29-Jan-2022 00:58:40.198,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.54901981,820,-,-,4397.54443359,-,-,-,31,14.93888664,13.52000046,-,-,-,-,-,0.23888683,12.69999981,-
29-Jan-2022 00:58:42.198,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.54901981,820,-,-,4397.54443359,-,-,-,31,14.93888664,13.52000046,-,-,-,-,-,0.23888683,12.69999981,-
29-Jan-2022 00:58:44.198,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.54901981,820,-,-,4397.54443359,-,-,-,31,14.93888664,13.52000046,-,-,152,48,-,0.23888683,12.69999981,-
29-Jan-2022 00:58:46.199,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.94117641,819,-,-,4397.54443359,-,-,0.07282685,31,14.93888664,13.82999992,-,-,152,48,-,0.23888683,12.69999981,77
29-Jan-2022 00:58:48.198,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.94117641,819,-,-,4333.72753906,-,-,0.07282685,31,14.93888664,13.82999992,-,-,152,48,-,0.23888683,12.69999981,77
29-Jan-2022 00:58:50.198,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.94117641,819,-,-,4333.72753906,-,-,0.07282685,31,14.93888664,13.82999992,-,-,152,48,-,0.23888683,12.69999981,77
29-Jan-2022 00:58:52.199,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.94117641,819,-,-,4333.72753906,-,-,-,31,14.93888664,13.82999992,-,-,152,48,-,0.23888683,12.69999981,77
29-Jan-2022 00:58:54.199,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.94117641,819,-,-,4333.72753906,-,-,-,31,14.93888664,13.82999992,-,-,152,48,-,0.23888683,12.69999981,77
29-Jan-2022 00:58:56.198,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.94117641,819,-,-,4333.72753906,-,-,-,31,14.93888664,13.82999992,-,-,152,48,-,0.23888683,12.69999981,77
29-Jan-2022 00:58:58.201,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.94117641,819,-,-,4333.72753906,-,-,-,31,14.93888664,13.82999992,-,-,152,48,-,0.23888683,12.69999981,77
29-Jan-2022 00:59:00.198,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.94117641,819,-,-,4333.72753906,-,-,-,31,14.93888664,13.82999992,-,-,152,48,-,0.23888683,12.69999981,77
29-Jan-2022 00:59:02.199,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.94117641,819,-,-,4333.72753906,-,-,-,31,14.93888664,13.38000011,-,-,152,48,-,0.23888683,12.69999981,76
29-Jan-2022 00:59:04.199,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.54901981,819,-,-,4365.63574219,-,-,-,31,14.93888664,13.38000011,-,-,152,48,-,0.23888683,12.69999981,76
29-Jan-2022 00:59:06.198,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.54901981,819,-,-,4365.63574219,-,-,-,31,14.93888664,13.38000011,-,-,152,48,-,0.23888683,12.69999981,76
29-Jan-2022 00:59:08.198,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.54901981,819,-,-,4365.63574219,-,-,-,31,14.93888664,13.38000011,-,-,152,48,-,0.23888683,12.69999981,76
29-Jan-2022 00:59:10.198,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.54901981,819,-,-,4365.63574219,-,-,-,31,14.93888664,13.38000011,-,-,152,48,-,0.23888683,12.69999981,76
29-Jan-2022 00:59:12.198,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.54901981,819,-,-,4365.63574219,-,-,-,31,14.93888664,13.38000011,-,-,152,48,-,0.23888683,12.69999981,76
29-Jan-2022 00:59:14.198,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.54901981,819,-,-,4365.63574219,-,-,-,31,14.93888664,13.38000011,-,-,152,48,-,0.23888683,12.69999981,76
29-Jan-2022 00:59:16.198,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.54901981,819,-,-,4365.63574219,-,-,-,31,14.93888664,13.38000011,-,-,152,48,-,0.23888683,12.69999981,76
29-Jan-2022 00:59:18.198,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.54901981,819,-,-,4365.63574219,-,-,-,31,14.93888664,13.68999958,-,-,152,48,-,0.23888683,12.69999981,76
29-Jan-2022 00:59:20.198,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.54901981,820,-,-,4333.72753906,-,-,-,31,14.93888664,13.68999958,-,-,152,48,-,0.23888683,12.69999981,76
29-Jan-2022 00:59:22.198,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.54901981,820,-,-,4333.72753906,-,-,-,31,14.93888664,13.68999958,-,-,152,48,-,0.23888683,12.69999981,76
29-Jan-2022 00:59:24.198,-,152,6,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.28227234,4.70588255,80,12.54901981,820,-,-,4333.72753906,-,-,-,31,14.93888664,13.68999958,-,-,152,48,-,0.23888683,12.69999981,76
