Device Time, 0-100kph Time(s),100,011c obd standards vehicle conforms to,120,140,160,900,0901 vin message count,902,903,904,905,906,907,908,909,090A,090B,920,Absolute Throttle Position B(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Alcohol Fuel Percentage(%),Ambient air temp(°C),Barometric pressure (from vehicle)(psi),Boost Pressure Commanded A(psi),Boost Pressure Commanded B(psi),Boost Pressure Sensor A(psi),Boost Pressure Sensor B(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Catalyst Temperature (Bank 1 Sensor 2)(°C),Catalyst Temperature (Bank 2 Sensor 1)(°C),Catalyst Temperature (Bank 2 Sensor 2)(°C),Charge air cooler temperature (CACT)(°C),Commanded Equivalence Ratio(lambda),Cost per mile/km (Instant)(£/m),Cost per mile/km (Trip)(£/m),CO₂ in g/km (Average)(g/km),Distance to empty (Estimated)(miles),Distance travelled with MIL/CEL lit(miles),EGR Commanded(%),EGR Error(%),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Oil Temperature(°C),Engine RPM(rpm),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel pressure(psi),Fuel Rail Pressure(psi),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),Fuel used (trip)(l),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Sensor1 Wide Range Current(mA),O2 Bank 1 Sensor 1 Wide Range Equivalence Ratio(λ),O2 Bank 1 Sensor 2 Voltage(V),O2 Bank 1 Sensor 4 Voltage(V),Odometer(from ECU)(miles),Speed (OBD)(mph),Throttle Position(Manifold)(%),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%),pids supported 01-20,service 09 pids supported
08:26.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,9.375,-,-,36,14.79384928,0,8.67145157,11.53185463,-,0,24.49562645,-0.01171875,0.99673998,0.60000002,-,-,0,16.47058868,-,9.1203661,10.96424389,25.76374626,0.09384926,-,11.19999981,-,-,-
08:27.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67145157,11.53185463,-,0,24.49562645,-0.01171875,0.99673998,0.60000002,-,-,0,16.47058868,-,9.1203661,10.96424389,25.76374626,0.09384926,-,11.19999981,-,-,-
08:28.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67145157,11.53185463,-,0,24.49562645,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.1203661,10.96424389,25.76374626,0.09384926,-,11.19999981,-,-,-
08:29.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67145157,11.53185463,-,0,24.49562645,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.1203661,10.96424389,25.76374626,0.09384926,-,11.19999981,-,-,-
08:30.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67145157,11.53185463,-,0,24.49562645,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.1203661,10.96424389,25.76374626,0.09384926,-,11.19999981,-,-,-
08:31.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67145157,11.53185463,-,0,24.49562645,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.1203661,10.96424389,25.76374626,0.09384926,-,11.19999981,-,-,-
08:32.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67145157,11.53185463,-,0,24.49562645,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.1203661,10.96424389,25.76374626,0.09384926,-,11.19999981,-,-,-
08:33.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67108917,11.53233719,-,0,24.4946003,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11719608,10.96805668,25.75479126,0.09384926,-,11.19999981,-,-,-
08:34.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67108917,11.53233719,-,0,24.4946003,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11719608,10.96805668,25.75479126,0.09384926,-,11.19999981,-,-,-
08:35.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67108917,11.53233719,-,0,24.4946003,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11719608,10.96805668,25.75479126,0.09384926,-,11.19999981,-,-,-
08:36.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67108917,11.53233719,-,0,24.4946003,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11719608,10.96805668,25.75479126,0.09384926,-,11.19999981,-,-,-
08:37.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67108917,11.53233719,-,0,24.4946003,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11719608,10.96805668,25.75479126,0.09384926,-,11.19999981,-,-,-
08:38.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67108917,11.53233719,-,0,24.4946003,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11719608,10.96805668,25.75479126,0.09384926,-,11.19999981,-,-,-
08:39.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,11.19999981,-,-,-
08:40.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,11.19999981,-,-,-
08:41.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,11.19999981,-,-,-
08:42.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,11.19999981,-,-,-
08:43.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.10000038,-,-,-
08:44.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.10000038,-,-,-
08:45.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.10000038,-,-,-
08:46.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.10000038,-,-,-
08:47.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.10000038,-,-,-
08:48.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.10000038,-,-,-
08:49.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.10000038,-,-,-
08:50.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.10000038,-,-,-
08:51.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.10000038,-,-,-
08:52.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.10000038,-,-,-
08:53.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.10000038,-,-,-
08:54.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.10000038,-,-,-
08:55.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.10000038,-,-,-
08:56.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.10000038,-,-,-
08:57.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.10000038,-,-,-
08:58.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.10000038,-,-,-
08:59.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13,-,-,-
09:00.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13,-,-,-
09:01.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13,-,-,-
09:02.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13,-,-,-
09:03.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13,-,-,-
09:04.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13,-,-,-
09:05.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13,-,-,-
09:06.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13,-,-,-
09:07.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13,-,-,-
09:08.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13,-,-,-
09:09.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13,-,-,-
09:10.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13,-,-,-
09:11.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13,-,-,-
09:12.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13,-,-,-
09:13.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13,-,-,-
09:14.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.30000019,-,-,-
09:15.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.30000019,-,-,-
09:16.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.30000019,-,-,-
09:17.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.30000019,-,-,-
09:18.5,-,3191777280,6,2147487744,-,4294967296,0,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,14.45273018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0830841,-,0,-,-,71,-,0,-,0,-,-,-,-,-,1.5625,0,-,-,36,14.79384928,0,8.67072582,11.53281975,-,0,24.49357605,-0.01171875,0.99673998,0.46000001,-,-,0,16.47058868,-,9.11404991,10.97184277,25.74590302,0.09384926,-,13.30000019,-,-,-
