Device Time, 0-100kph Time(s),0100,0120,0140,0160,0901 vin message count,0902,0903,0904,0905,0906,0907,0908,0909,090A,090B,Absolute Throttle Position B(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Alcohol Fuel Percentage(%),Ambient air temp(°C),Barometric pressure (from vehicle)(psi),Boost Pressure Commanded A(psi),Boost Pressure Commanded B(psi),Boost Pressure Sensor A(psi),Boost Pressure Sensor B(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Catalyst Temperature (Bank 1 Sensor 2)(°C),Catalyst Temperature (Bank 2 Sensor 1)(°C),Catalyst Temperature (Bank 2 Sensor 2)(°C),Charge air cooler temperature (CACT)(°C),Commanded Equivalence Ratio(lambda),Cost per mile/km (Instant)(£/m),Cost per mile/km (Trip)(£/m),CO₂ in g/km (Average)(g/km),Distance to empty (Estimated)(miles),Distance travelled with MIL/CEL lit(miles),EGR Commanded(%),Engine Coolant Temperature(°C),Engine Load(%),Engine RPM(rpm),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Rail Pressure(psi),Fuel Remaining (Calculated from vehicle profile)(%),Fuel used (trip)(l),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),O2 Sensor4 Voltage(V),Odometer(from ECU)(miles),pids supported 01-20,service 09 pids supported,Torque(Nm),Turbo Boost & Vacuum Gauge(psi),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
23-Jan-2022 19:32:24.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,151.84632874,-,37.28227234,4.70588255,50,52.15686417,1496,-,-,13929.42480469,-,-,-,16,15.95415115,28.87999916,-,-,152,48,-,1.25415134,12.80000019,85
23-Jan-2022 19:32:26.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150.60142517,-,37.28227234,4.70588255,50,15.68627453,1179,-,-,4269.91113281,-,-,-,15,14.93888664,23.86000061,-,-,152,48,-,0.23888683,12.69999981,81
23-Jan-2022 19:32:28.492,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150.60142517,-,37.28227234,4.70588255,50,15.68627453,1179,-,-,4269.91113281,-,-,-,15,14.93888664,23.86000061,-,-,152,48,-,0.23888683,12.69999981,81
23-Jan-2022 19:32:30.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150.60142517,-,37.28227234,4.70588255,50,15.68627453,1179,-,-,4269.91113281,-,-,-,15,14.93888664,23.86000061,-,-,152,48,-,0.23888683,12.69999981,81
23-Jan-2022 19:32:32.492,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150.60142517,-,37.28227234,4.70588255,50,15.68627453,1179,-,-,4269.91113281,-,-,-,15,14.93888664,23.86000061,-,-,152,48,-,0.23888683,12.69999981,81
23-Jan-2022 19:32:34.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150.60142517,-,37.28227234,4.70588255,51,15.68627453,1179,-,-,4269.91113281,-,-,-,15,16.24422646,23.86000061,-,-,152,48,-,1.54422665,12.69999981,81
23-Jan-2022 19:32:36.492,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147.19197083,-,37.28227234,4.70588255,51,54.90196228,1504,-,-,11060.578125,-,-,-,15,16.24422646,29.77000046,-,-,152,48,-,1.54422665,12.69999981,86
23-Jan-2022 19:32:38.492,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147.19197083,-,37.28227234,4.70588255,51,54.90196228,1504,-,-,11060.578125,-,-,-,15,16.24422646,29.77000046,-,-,152,48,-,1.54422665,12.69999981,86
23-Jan-2022 19:32:40.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147.19197083,-,37.28227234,4.70588255,51,54.90196228,1504,-,-,11060.578125,-,-,-,15,16.24422646,29.77000046,-,-,152,48,-,1.54422665,12.69999981,86
23-Jan-2022 19:32:42.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147.19197083,-,37.28227234,4.70588255,51,54.90196228,1504,-,-,11060.578125,-,-,-,15,16.24422646,29.77000046,-,-,152,48,-,1.54422665,12.69999981,86
23-Jan-2022 19:32:44.492,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157.84965515,-,37.28227234,4.70588255,51,54.90196228,2403,-,-,11060.578125,-,-,-,15,22.48085022,54.97000122,-,-,152,48,-,7.78085041,12.69999981,91
23-Jan-2022 19:32:46.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157.84965515,-,37.28227234,4.70588255,51,90.58823395,2403,-,-,17817.88671875,-,-,-,19,22.48085022,54.97000122,-,-,152,48,-,7.78085041,12.69999981,91
23-Jan-2022 19:32:48.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157.84965515,-,37.28227234,4.70588255,51,90.58823395,2403,-,-,17817.88671875,-,-,-,19,22.48085022,54.97000122,-,-,152,48,-,7.78085041,12.69999981,91
23-Jan-2022 19:32:50.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157.84965515,-,37.28227234,4.70588255,51,90.58823395,2403,-,-,17817.88671875,-,-,-,19,22.48085022,54.97000122,-,-,152,48,-,7.78085041,12.69999981,91
23-Jan-2022 19:32:52.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157.84965515,-,37.28227234,4.70588255,51,90.58823395,2403,-,-,17817.88671875,-,-,-,19,22.48085022,54.97000122,-,-,152,48,-,7.78085041,12.69999981,91
23-Jan-2022 19:32:54.492,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,169.01071167,-,37.28227234,4.70588255,54,90.58823395,1775,-,-,17817.88671875,-,-,-,19,24.07626534,56.54999924,-,-,152,48,-,9.37626553,12.69999981,84
23-Jan-2022 19:32:56.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,169.01071167,-,37.28227234,4.70588255,54,65.88235474,1775,-,-,16638.72851562,-,-,-,25,24.07626534,56.54999924,-,-,152,48,-,9.37626553,12.80000019,84
23-Jan-2022 19:32:58.494,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,169.01071167,-,37.28227234,4.70588255,54,65.88235474,1775,-,-,16638.72851562,-,-,-,25,24.07626534,56.54999924,-,-,152,48,-,9.37626553,12.80000019,84
23-Jan-2022 19:33:00.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,169.01071167,-,37.28227234,4.70588255,54,65.88235474,1775,-,-,16638.72851562,-,-,-,25,24.07626534,56.54999924,-,-,152,48,-,9.37626553,12.80000019,84
23-Jan-2022 19:33:02.496,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,169.01071167,-,37.28227234,4.70588255,54,65.88235474,1775,-,-,16638.72851562,-,-,-,25,24.07626534,56.54999924,-,-,152,48,-,9.37626553,12.80000019,84
23-Jan-2022 19:33:04.497,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168.29190063,-,37.28227234,4.70588255,56,0,1740,-,-,16638.72851562,-,-,-,24,15.5190382,33.15999985,-,-,152,48,-,0.81903839,12.80000019,84
23-Jan-2022 19:33:06.496,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168.29190063,-,37.28227234,4.70588255,56,0,1740,-,-,7266.390625,-,-,-,24,15.5190382,33.15999985,-,-,152,48,-,0.81903839,12.80000019,84
23-Jan-2022 19:33:08.494,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168.29190063,-,37.28227234,4.70588255,56,0,1740,-,-,7266.390625,-,-,-,24,15.5190382,33.15999985,-,-,152,48,-,0.81903839,12.80000019,84
23-Jan-2022 19:33:10.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168.29190063,-,37.28227234,4.70588255,56,0,1740,-,-,7266.390625,-,-,-,24,15.5190382,33.15999985,-,-,152,48,-,0.81903839,12.80000019,84
23-Jan-2022 19:33:12.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168.29190063,-,37.28227234,4.70588255,56,0,1740,-,-,7266.390625,-,-,-,24,15.5190382,33.15999985,-,-,152,48,-,0.81903839,12.80000019,84
23-Jan-2022 19:33:14.492,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163.19213867,-,37.28227234,4.70588255,58,0,1644,-,-,7266.390625,-,-,-,21,14.93888664,27.40999985,-,-,152,48,-,0.23888683,12.80000019,81
23-Jan-2022 19:33:16.492,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163.19213867,-,37.28227234,4.70588255,58,0,1644,-,-,4111.81982422,-,-,-,21,14.93888664,27.40999985,-,-,152,48,-,0.23888683,12.80000019,81
23-Jan-2022 19:33:18.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163.19213867,-,37.28227234,4.70588255,58,0,1644,-,-,4111.81982422,-,-,-,21,14.93888664,27.40999985,-,-,152,48,-,0.23888683,12.80000019,81
23-Jan-2022 19:33:20.496,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163.19213867,-,37.28227234,4.70588255,58,0,1644,-,-,4111.81982422,-,-,-,21,14.93888664,27.40999985,-,-,152,48,-,0.23888683,12.80000019,81
23-Jan-2022 19:33:22.494,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163.19213867,-,37.28227234,4.70588255,58,0,1644,-,-,4111.81982422,-,-,-,21,16.53430176,27.40999985,-,-,152,48,-,1.83430195,12.80000019,81
23-Jan-2022 19:33:24.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,158.39237976,-,37.28227234,4.70588255,58,75.6862793,1780,-,-,17053.53710938,-,-,-,19,16.53430176,36.88000107,-,-,152,48,-,1.83430195,12.69999981,83
23-Jan-2022 19:33:26.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,158.39237976,-,37.28227234,4.70588255,58,75.6862793,1780,-,-,17053.53710938,-,-,-,19,16.53430176,36.88000107,-,-,152,48,-,1.83430195,12.69999981,83
23-Jan-2022 19:33:28.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,158.39237976,-,37.28227234,4.70588255,58,75.6862793,1780,-,-,17053.53710938,-,-,-,19,16.53430176,36.88000107,-,-,152,48,-,1.83430195,12.69999981,83
23-Jan-2022 19:33:30.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,158.39237976,-,37.28227234,4.70588255,58,75.6862793,1780,-,-,17053.53710938,-,-,-,19,16.53430176,36.88000107,-,-,152,48,-,1.83430195,12.69999981,83
23-Jan-2022 19:33:32.492,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,167.44644165,-,37.28227234,4.70588255,58,75.6862793,1581,-,-,17053.53710938,-,-,-,19,22.04573631,46.61000061,-,-,152,48,-,7.3457365,12.69999981,82
23-Jan-2022 19:33:34.494,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,167.44644165,-,37.28227234,4.70588255,58,74.11764526,1581,-,-,16128.19628906,-,-,-,21,22.04573631,46.61000061,-,-,152,48,-,7.3457365,12.69999981,82
23-Jan-2022 19:33:36.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,167.44644165,-,37.28227234,4.70588255,58,74.11764526,1581,-,-,16128.19628906,-,-,-,21,22.04573631,46.61000061,-,-,152,48,-,7.3457365,12.69999981,82
23-Jan-2022 19:33:38.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,167.44644165,-,37.28227234,4.70588255,58,74.11764526,1581,-,-,16128.19628906,-,-,-,21,22.04573631,46.61000061,-,-,152,48,-,7.3457365,12.69999981,82
23-Jan-2022 19:33:40.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,167.44644165,-,37.28227234,4.70588255,58,74.11764526,1581,-,-,16128.19628906,-,-,-,21,22.04573631,46.61000061,-,-,152,48,-,7.3457365,12.69999981,82
23-Jan-2022 19:33:42.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,169.4848938,-,37.28227234,4.70588255,59,45.88235474,1846,-,-,16128.19628906,-,-,-,21,16.82437706,36.47000122,-,-,152,48,-,2.12437725,12.69999981,84
23-Jan-2022 19:33:44.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,169.4848938,-,37.28227234,4.70588255,59,45.88235474,1846,-,-,14406.59863281,-,-,-,23,16.82437706,36.47000122,-,-,152,48,-,2.12437725,12.80000019,84
23-Jan-2022 19:33:46.494,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,169.4848938,-,37.28227234,4.70588255,59,45.88235474,1846,-,-,14406.59863281,-,-,-,23,16.82437706,36.47000122,-,-,152,48,-,2.12437725,12.80000019,84
23-Jan-2022 19:33:48.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,169.4848938,-,37.28227234,4.70588255,59,45.88235474,1846,-,-,14406.59863281,-,-,-,23,16.82437706,36.47000122,-,-,152,48,-,2.12437725,12.80000019,84
23-Jan-2022 19:33:50.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,169.4848938,-,37.28227234,4.70588255,59,45.88235474,1846,-,-,14406.59863281,-,-,-,23,16.82437706,36.47000122,-,-,152,48,-,2.12437725,12.80000019,84
23-Jan-2022 19:33:52.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168.00456238,-,37.28227234,4.70588255,61,30.98039246,1759,-,-,14406.59863281,-,-,-,22,15.2289629,32.88000107,-,-,152,48,-,0.52896309,12.80000019,83
23-Jan-2022 19:33:54.494,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168.00456238,-,37.28227234,4.70588255,61,30.98039246,1759,-,-,9849.51269531,-,-,-,22,15.2289629,32.88000107,-,-,152,48,-,0.52896309,12.80000019,83
23-Jan-2022 19:33:56.494,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168.00456238,-,37.28227234,4.70588255,61,30.98039246,1759,-,-,9849.51269531,-,-,-,22,15.2289629,32.88000107,-,-,152,48,-,0.52896309,12.80000019,83
23-Jan-2022 19:33:58.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168.00456238,-,37.28227234,4.70588255,61,30.98039246,1759,-,-,9849.51269531,-,-,-,22,15.2289629,32.88000107,-,-,152,48,-,0.52896309,12.80000019,83
23-Jan-2022 19:34:00.494,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168.00456238,-,37.28227234,4.70588255,61,30.98039246,1759,-,-,9849.51269531,-,-,-,22,15.8091135,32.88000107,-,-,152,48,-,1.10911369,12.80000019,83
23-Jan-2022 19:34:02.494,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,164.81735229,-,37.28227234,4.70588255,61,0,840,-,-,8191.73144531,-,-,-,20,15.8091135,19.04999924,-,-,152,48,-,1.10911369,12.80000019,73
23-Jan-2022 19:34:04.494,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,164.81735229,-,37.28227234,4.70588255,61,0,840,-,-,8191.73144531,-,-,-,20,15.8091135,19.04999924,-,-,152,48,-,1.10911369,12.80000019,73
23-Jan-2022 19:34:06.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,164.81735229,-,37.28227234,4.70588255,61,0,840,-,-,8191.73144531,-,-,-,20,15.8091135,19.04999924,-,-,152,48,-,1.10911369,12.80000019,73
23-Jan-2022 19:34:08.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,164.81735229,-,37.28227234,4.70588255,61,0,840,-,-,8191.73144531,-,-,-,20,15.8091135,19.04999924,-,-,152,48,-,1.10911369,12.80000019,73
23-Jan-2022 19:34:10.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160.59127808,-,37.28227234,4.70588255,61,0,1193,-,-,8191.73144531,-,-,-,20,15.08392429,21.61000061,-,-,152,48,-,0.38392544,12.80000019,83
23-Jan-2022 19:34:12.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160.59127808,-,37.28227234,4.70588255,61,41.5686264,1193,-,-,11250.57714844,-,-,-,19,15.08392429,21.61000061,-,-,152,48,-,0.38392544,12.80000019,83
23-Jan-2022 19:34:14.494,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160.59127808,-,37.28227234,4.70588255,61,41.5686264,1193,-,-,11250.57714844,-,-,-,19,15.08392429,21.61000061,-,-,152,48,-,0.38392544,12.80000019,83
23-Jan-2022 19:34:16.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160.59127808,-,37.28227234,4.70588255,61,41.5686264,1193,-,-,11250.57714844,-,-,-,19,15.08392429,21.61000061,-,-,152,48,-,0.38392544,12.80000019,83
23-Jan-2022 19:34:18.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160.59127808,-,37.28227234,4.70588255,61,41.5686264,1193,-,-,11250.57714844,-,-,-,19,15.08392429,21.61000061,-,-,152,48,-,0.38392544,12.80000019,83
23-Jan-2022 19:34:20.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160.09672546,-,37.28227234,4.70588255,61,20.7843132,1281,-,-,11250.57714844,-,-,-,19,14.79384899,17.32999992,-,-,152,48,-,0.09384918,12.80000019,79
23-Jan-2022 19:34:22.494,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160.09672546,-,37.28227234,4.70588255,61,20.7843132,1281,-,-,12718.359375,-,-,-,18,14.79384899,17.32999992,-,-,152,48,-,0.09384918,12.39999962,79
23-Jan-2022 19:34:24.495,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160.09672546,-,37.28227234,4.70588255,61,20.7843132,1281,-,-,12718.359375,-,-,-,18,14.79384899,17.32999992,-,-,152,48,-,0.09384918,12.39999962,79
23-Jan-2022 19:34:26.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160.09672546,-,37.28227234,4.70588255,61,20.7843132,1281,-,-,12718.359375,-,-,-,18,14.79384899,17.32999992,-,-,152,48,-,0.09384918,12.39999962,79
23-Jan-2022 19:34:28.492,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160.09672546,-,37.28227234,4.70588255,61,20.7843132,1281,-,-,12718.359375,-,-,-,18,14.79384899,17.32999992,-,-,152,48,-,0.09384918,12.39999962,79
23-Jan-2022 19:34:30.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,159.41697693,-,37.28227234,4.70588255,61,53.33333588,1188,-,-,12718.359375,-,-,-,18,15.2289629,21.62999916,-,-,152,48,-,0.52896309,12.69999981,77
23-Jan-2022 19:34:32.495,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,159.41697693,-,37.28227234,4.70588255,61,53.33333588,1188,-,-,12112.1015625,-,-,-,18,15.2289629,21.62999916,-,-,152,48,-,0.52896309,12.69999981,77
23-Jan-2022 19:34:34.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,159.41697693,-,37.28227234,4.70588255,61,53.33333588,1188,-,-,12112.1015625,-,-,-,18,15.2289629,21.62999916,-,-,152,48,-,0.52896309,12.69999981,77
23-Jan-2022 19:34:36.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,159.41697693,-,37.28227234,4.70588255,61,53.33333588,1188,-,-,12112.1015625,-,-,-,18,15.2289629,21.62999916,-,-,152,48,-,0.52896309,12.69999981,77
23-Jan-2022 19:34:38.495,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,159.41697693,-,37.28227234,4.70588255,62,53.33333588,1188,-,-,12112.1015625,-,-,-,18,15.2289629,21.62999916,-,-,152,48,-,0.52896309,12.69999981,77
23-Jan-2022 19:34:40.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168.11575317,-,37.28227234,4.70588255,62,100,1704,-,-,19411.8515625,-,-,-,22,24.65641594,50.02000046,-,-,152,48,-,9.95641613,12.69999981,86
23-Jan-2022 19:34:42.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168.11575317,-,37.28227234,4.70588255,62,100,1704,-,-,19411.8515625,-,-,-,22,24.65641594,50.02000046,-,-,152,48,-,9.95641613,12.69999981,86
23-Jan-2022 19:34:44.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168.11575317,-,37.28227234,4.70588255,62,100,1704,-,-,19411.8515625,-,-,-,22,24.65641594,50.02000046,-,-,152,48,-,9.95641613,12.69999981,86
23-Jan-2022 19:34:46.494,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168.11575317,-,37.28227234,4.70588255,62,100,1704,-,-,19411.8515625,-,-,-,22,24.65641594,50.02000046,-,-,152,48,-,9.95641613,12.69999981,86
23-Jan-2022 19:34:48.494,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,177.66120911,-,37.28227234,4.70588255,64,100,1958,-,-,19411.8515625,-,-,-,22,25.52664185,68.61000061,-,-,152,48,-,10.82664204,12.69999981,91
23-Jan-2022 19:34:50.495,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,177.66120911,-,37.28227234,4.70588255,64,72.54901886,1958,-,-,18328.41992188,-,-,-,30,25.52664185,68.61000061,-,-,152,48,-,10.82664204,12.80000019,91
23-Jan-2022 19:34:52.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,177.66120911,-,37.28227234,4.70588255,64,72.54901886,1958,-,-,18328.41992188,-,-,-,30,25.52664185,68.61000061,-,-,152,48,-,10.82664204,12.80000019,91
23-Jan-2022 19:34:54.493,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,177.66120911,-,37.28227234,4.70588255,64,72.54901886,1958,-,-,18328.41992188,-,-,-,30,25.52664185,68.61000061,-,-,152,48,-,10.82664204,12.80000019,91
23-Jan-2022 19:34:56.494,-,152,160,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,177.66120911,-,37.28227234,4.70588255,64,72.54901886,1958,-,-,18328.41992188,-,-,-,30,25.52664185,68.61000061,-,-,152,48,-,10.82664204,12.80000019,91
